"","price","speed","hd","ram","screen","cd","multi","premium","trend"
"581",1998,66,"130","4","14","yes","no","yes",6
"582",2590,33,"340","8","14","no","no","yes",6
"583",3365,50,"540","8","17","no","no","yes",6
"584",2545,66,"250","8","15","no","no","yes",6
"585",3265,33,"540","8","17","no","no","yes",6
"586",2250,66,"170","4","14","yes","no","yes",6
"587",2890,33,"452","16","14","no","no","yes",6
"588",1599,25,"170","4","14","no","no","yes",6
"589",1825,33,"170","4","15","no","no","yes",6
"590",2125,66,"170","4","15","no","no","yes",6
"591",2245,33,"250","8","15","no","no","yes",6
"592",1945,33,"250","4","15","no","no","yes",6
"593",2890,33,"452","16","15","no","no","yes",6
"594",1599,66,"130","4","14","no","no","yes",6
"595",2295,66,"214","4","14","no","no","yes",6
"596",1520,25,"80","4","14","yes","no","yes",6
"597",2745,33,"540","8","14","no","no","yes",6
"598",2899,66,"340","8","15","no","no","yes",6
"599",2390,66,"214","4","14","no","no","yes",6
"600",1675,25,"120","4","14","no","no","no",6
"601",3149,66,"230","8","14","no","no","yes",6
"602",2590,25,"452","16","14","no","no","yes",6
"603",1999,50,"212","4","14","no","no","yes",6
"604",2590,25,"452","16","15","no","no","yes",6
"605",1449,25,"120","4","14","no","no","no",6
"606",1490,33,"107","2","15","no","no","yes",6
"607",2299,66,"245","8","14","no","no","yes",6
"608",1595,33,"107","2","14","no","no","yes",6
"609",2495,33,"250","8","15","no","no","yes",6
"610",1890,66,"107","2","14","no","no","yes",6
"611",2995,66,"452","16","14","no","no","yes",6
"612",3609,66,"527","4","15","no","no","no",6
"613",2790,66,"340","8","15","no","no","yes",6
"614",2295,33,"340","8","14","no","no","yes",6
"615",1799,33,"120","4","14","no","no","no",6
"616",3990,66,"1000","16","14","no","no","yes",6
"617",2999,66,"240","4","15","no","no","yes",6
"618",2275,33,"250","8","15","no","no","yes",6
"619",2290,50,"214","4","15","no","no","yes",6
"620",1499,33,"130","4","14","no","no","yes",6
"621",2555,50,"250","8","17","no","no","yes",6
"622",2025,66,"170","4","14","no","no","yes",6
"623",2299,33,"450","8","14","no","no","yes",6
"624",1975,33,"250","8","14","no","no","yes",6
"625",2109,33,"120","4","14","no","no","no",6
"626",3595,66,"500","8","15","no","no","yes",6
"627",2595,66,"340","8","15","no","no","yes",6
"628",2395,66,"250","4","14","no","no","yes",6
"629",1899,33,"250","4","14","no","no","yes",6
"630",2120,33,"212","8","14","yes","no","yes",6
"631",1790,50,"107","2","14","no","no","yes",6
"632",1899,33,"212","4","14","no","no","yes",6
"633",1990,33,"214","4","14","no","no","yes",6
"634",1399,25,"170","4","14","no","no","yes",6
"635",1898,33,"130","4","14","yes","no","yes",6
"636",1725,33,"170","4","14","no","no","yes",6
"637",2595,50,"250","8","15","no","no","yes",6
"638",1499,25,"170","4","14","no","no","yes",6
"639",1990,33,"214","4","15","no","no","yes",6
"640",2595,50,"340","8","14","no","no","yes",6
"641",1395,25,"80","4","15","no","no","yes",6
"642",2675,33,"250","8","17","no","no","yes",6
"643",1899,25,"120","4","14","no","no","no",6
"644",2990,50,"452","16","15","no","no","yes",6
"645",1925,50,"170","4","15","no","no","yes",6
"646",4098,33,"345","16","17","yes","no","yes",6
"647",2895,50,"452","16","14","no","no","yes",6
"648",2495,66,"340","8","14","no","no","yes",6
"649",1995,33,"212","8","15","no","no","yes",6
"650",1595,33,"170","4","15","no","no","yes",6
"651",2195,25,"340","8","14","no","no","yes",6
"652",2399,50,"320","8","14","no","no","yes",6
"653",2390,33,"340","8","15","no","no","yes",6
"654",2690,50,"340","8","14","no","no","yes",6
"655",1690,33,"107","2","15","no","no","yes",6
"656",2398,33,"245","8","14","yes","no","yes",6
"657",2775,50,"250","8","17","no","no","yes",6
"658",1395,33,"107","2","14","no","no","yes",6
"659",2520,50,"212","8","15","yes","no","yes",6
"660",2125,50,"250","8","15","no","no","yes",6
"661",4398,66,"345","16","17","yes","no","yes",6
"662",2290,50,"214","4","14","no","no","yes",6
"663",2489,50,"250","8","15","no","no","yes",6
"664",2190,33,"214","4","15","no","no","yes",6
"665",2599,33,"240","4","15","no","no","yes",6
"666",3789,66,"527","8","15","no","no","no",6
"667",2699,33,"345","16","15","no","no","yes",6
"668",2799,50,"240","4","15","no","no","yes",6
"669",2499,50,"170","4","14","no","no","yes",6
"670",2049,33,"450","4","14","no","no","yes",6
"671",2575,66,"250","8","15","no","no","yes",6
"672",2999,66,"345","16","15","no","no","yes",6
"673",3495,66,"500","8","14","no","no","yes",6
"674",2995,66,"340","16","15","yes","no","yes",6
"675",2275,66,"250","8","14","no","no","yes",6
"676",2590,33,"340","8","15","no","no","yes",6
"677",2975,66,"250","8","17","no","no","yes",6
"678",1950,33,"170","4","14","yes","no","yes",6
"679",2599,50,"450","8","14","no","no","yes",6
"680",1695,50,"107","2","14","no","no","yes",6
"681",2455,33,"250","8","17","no","no","yes",6
"682",1495,33,"170","4","14","no","no","yes",6
"683",2290,25,"340","8","15","no","no","yes",6
"684",3720,66,"500","8","14","yes","no","yes",6
"685",1795,66,"107","2","14","no","no","yes",6
"686",2495,33,"340","8","14","no","no","yes",6
"687",3565,66,"540","8","17","no","no","yes",6
"688",2845,50,"540","8","14","no","no","yes",6
"689",2025,33,"250","8","15","no","no","yes",6
"690",3045,66,"540","8","14","no","no","yes",6
"691",2299,50,"230","4","14","no","no","yes",6
"692",2345,50,"250","8","15","no","no","yes",6
"693",2390,66,"214","4","15","no","no","yes",6
"694",2795,33,"452","16","14","no","no","yes",6
"695",1390,25,"107","2","14","no","no","yes",6
"696",1749,33,"250","4","14","no","no","yes",6
"697",2690,50,"340","8","15","no","no","yes",6
"698",1579,25,"120","4","14","no","no","no",6
"699",3098,33,"345","16","15","yes","no","yes",6
"700",1295,25,"80","4","14","no","no","yes",6
"701",1945,50,"250","4","14","no","no","yes",6
"702",2099,33,"120","4","14","no","no","no",6
"703",1999,33,"245","8","14","no","no","yes",6
"704",3090,66,"452","16","15","no","no","yes",6
"705",1890,25,"214","4","15","no","no","yes",6
"706",1895,33,"214","4","14","no","no","yes",6
"707",3398,66,"345","16","15","yes","no","yes",6
"708",1845,33,"250","4","14","no","no","yes",6
"709",1795,25,"214","4","14","no","no","yes",6
"710",2050,50,"170","4","14","yes","no","yes",6
"711",2495,25,"452","16","14","no","no","yes",6
"712",2375,50,"250","8","15","no","no","yes",6
"713",1690,33,"107","2","15","no","no","yes",7
"714",3299,50,"450","8","15","no","no","yes",7
"715",1995,66,"107","2","14","no","no","yes",7
"716",1495,25,"107","2","14","no","no","yes",7
"717",2999,66,"345","16","15","no","no","yes",7
"718",3599,33,"345","16","17","no","no","yes",7
"719",3295,66,"545","8","14","no","no","yes",7
"720",3999,66,"450","8","17","no","no","yes",7
"721",3025,33,"1370","8","14","no","no","yes",7
"722",1890,25,"214","4","15","no","no","yes",7
"723",2648,66,"245","8","14","yes","no","yes",7
"724",2295,66,"214","4","14","no","no","yes",7
"725",2199,66,"340","4","14","no","no","yes",7
"726",2090,66,"107","2","14","no","no","yes",7
"727",2075,33,"250","8","15","no","no","yes",7
"728",2744,33,"452","16","14","no","no","yes",7
"729",2425,33,"545","8","14","no","no","yes",7
"730",1749,33,"230","4","14","no","no","yes",7
"731",1899,33,"230","4","14","no","no","yes",7
"732",1520,25,"170","4","14","yes","no","yes",7
"733",1795,33,"214","8","14","no","no","yes",7
"734",1879,50,"210","4","15","no","no","yes",7
"735",1590,25,"107","2","15","no","no","yes",7
"736",1890,33,"107","2","14","no","no","yes",7
"737",1720,33,"212","4","14","yes","no","yes",7
"738",1845,33,"250","8","15","no","no","yes",7
"739",2495,25,"452","16","14","no","no","yes",7
"740",3099,66,"450","16","15","yes","no","yes",7
"741",2990,50,"452","16","14","no","no","yes",7
"742",2144,66,"107","2","14","no","no","yes",7
"743",1890,33,"107","2","15","no","no","yes",7
"744",1975,33,"250","8","14","no","no","yes",7
"745",1945,33,"250","4","14","yes","yes","yes",7
"746",4248,66,"345","16","17","yes","no","yes",7
"747",2244,25,"340","8","14","no","no","yes",7
"748",2044,33,"107","2","14","no","no","yes",7
"749",1690,33,"107","2","14","no","no","yes",7
"750",2844,66,"340","8","14","no","no","yes",7
"751",1749,33,"170","4","14","no","no","yes",7
"752",2395,33,"340","8","17","no","no","yes",7
"753",1890,25,"214","4","14","no","no","yes",7
"754",2694,25,"452","16","14","yes","no","yes",7
"755",2465,33,"250","8","17","no","no","yes",7
"756",1999,33,"245","8","14","no","no","yes",7
"757",1599,25,"120","4","14","no","no","no",7
"758",2745,66,"250","8","17","no","no","yes",7
"759",1595,33,"107","2","14","no","no","yes",7
"760",1999,33,"120","4","14","no","no","no",7
"761",1939,50,"170","4","14","yes","yes","yes",7
"762",1590,25,"107","2","14","no","no","yes",7
"763",1695,33,"250","4","14","no","no","yes",7
"764",3048,33,"345","16","15","yes","no","yes",7
"765",1599,25,"170","4","14","no","no","yes",7
"766",2144,50,"107","2","14","no","no","yes",7
"767",2744,25,"452","16","14","no","no","yes",7
"768",1399,25,"170","4","14","no","no","yes",7
"769",2015,66,"210","4","14","yes","no","yes",7
"770",2799,66,"450","8","15","yes","no","yes",7
"771",2095,25,"340","8","14","no","no","yes",7
"772",2544,66,"214","4","14","no","no","yes",7
"773",3948,33,"345","16","17","yes","no","yes",7
"774",2690,33,"452","16","15","no","no","yes",7
"775",2699,33,"345","16","15","no","no","yes",7
"776",2490,33,"340","8","14","no","no","yes",7
"777",2244,33,"214","4","14","no","no","yes",7
"778",1399,33,"130","4","14","no","no","yes",7
"779",2795,33,"452","16","14","no","no","yes",7
"780",3595,50,"452","8","14","no","no","yes",7
"781",2045,33,"250","4","15","yes","yes","yes",7
"782",2290,50,"214","4","15","no","no","yes",7
"783",3090,66,"452","16","15","no","no","yes",7
"784",2644,33,"340","8","14","no","no","yes",7
"785",2348,33,"245","8","14","yes","no","yes",7
"786",2120,33,"212","8","14","yes","no","yes",7
"787",2494,66,"214","4","14","yes","no","yes",7
"788",2394,33,"340","8","14","yes","no","yes",7
"789",1845,66,"210","4","14","no","no","yes",7
"790",3044,50,"452","16","14","no","no","yes",7
"791",2195,50,"214","4","14","no","no","yes",7
"792",2995,66,"340","16","15","yes","no","yes",7
"793",1829,33,"170","4","14","yes","yes","yes",7
"794",2845,66,"340","8","17","yes","no","yes",7
"795",1395,25,"107","4","14","no","no","yes",7
"796",3495,33,"452","8","14","no","no","yes",7
"797",2890,33,"452","16","14","no","no","yes",7
"798",2344,33,"214","4","14","no","no","yes",7
"799",2944,33,"452","16","14","no","no","yes",7
"800",2290,33,"340","8","15","no","no","yes",7
"801",2799,33,"240","4","14","no","no","no",7
"802",2895,50,"452","16","14","no","no","yes",7
"803",2599,50,"230","4","14","yes","yes","yes",7
"804",3499,66,"450","8","17","no","no","yes",7
"805",1509,50,"130","4","14","no","no","yes",7
"806",2399,50,"340","8","14","yes","no","yes",7
"807",2290,50,"214","4","14","no","no","yes",7
"808",2544,33,"340","8","14","no","no","yes",7
"809",2295,66,"250","8","15","yes","no","yes",7
"810",1579,25,"120","4","14","no","no","no",7
"811",2495,50,"340","8","14","no","no","yes",7
"812",1944,33,"107","2","14","no","no","yes",7
"813",1769,66,"170","4","14","no","no","yes",7
"814",3094,50,"452","16","14","yes","no","yes",7
"815",1849,33,"170","4","14","no","no","yes",7
"816",1744,25,"107","2","14","no","no","yes",7
"817",2744,50,"340","8","14","no","no","yes",7
"818",1848,33,"130","4","14","yes","no","yes",7
"819",1644,25,"107","2","14","no","no","yes",7
"820",2344,50,"214","4","14","no","no","yes",7
"821",2694,50,"340","8","14","yes","no","yes",7
"822",2495,66,"340","8","14","yes","no","yes",7
"823",2945,66,"250","8","15","no","no","yes",7
"824",2395,50,"340","8","15","no","no","yes",7
"825",2590,25,"452","16","15","no","no","yes",7
"826",1795,33,"107","2","14","no","no","yes",7
"827",1559,50,"130","4","14","no","no","yes",7
"828",2444,50,"214","4","14","no","no","yes",7
"829",1794,33,"107","2","14","yes","no","yes",7
"830",3348,66,"345","16","15","yes","no","yes",7
"831",2999,66,"540","8","15","no","no","yes",7
"832",2294,33,"214","4","14","yes","no","yes",7
"833",2095,33,"214","4","14","no","no","yes",7
"834",1995,33,"212","8","15","no","no","yes",7
"835",1769,33,"210","4","15","no","no","yes",7
"836",2059,66,"170","4","14","yes","yes","yes",7
"837",2990,50,"452","16","15","no","no","yes",7
"838",2290,33,"340","8","14","no","no","yes",7
"839",1299,33,"130","4","14","no","no","yes",7
"840",2399,50,"250","8","15","no","no","yes",7
"841",3789,66,"527","8","15","no","no","no",7
"842",2325,66,"250","8","15","no","no","yes",7
"843",3495,66,"500","8","14","no","no","yes",7
"844",2644,25,"452","16","14","no","no","yes",7
"845",2644,50,"340","8","14","no","no","yes",7
"846",1694,25,"107","2","14","yes","no","yes",7
"847",1990,33,"214","4","14","no","no","yes",7
"848",2225,66,"250","4","14","yes","yes","yes",7
"849",1295,25,"170","4","14","no","no","yes",7
"850",2144,33,"214","4","14","no","no","yes",7
"851",1499,25,"170","4","14","no","no","yes",7
"852",2294,25,"340","8","14","yes","no","yes",7
"853",3695,66,"452","8","14","no","no","yes",7
"854",2099,33,"120","4","14","no","no","no",7
"855",2794,33,"452","16","14","yes","no","yes",7
"856",2590,50,"340","8","15","no","no","yes",7
"857",1795,25,"214","4","14","no","no","yes",7
"858",1539,33,"170","4","14","no","no","yes",7
"859",2090,66,"107","2","15","no","no","yes",7
"860",2344,25,"340","8","14","no","no","yes",7
"861",2195,33,"340","8","14","no","no","yes",7
"862",1879,50,"170","4","14","no","no","yes",7
"863",1975,66,"250","4","14","no","no","yes",7
"864",2390,66,"214","4","15","no","no","yes",7
"865",3720,66,"500","8","14","yes","no","yes",7
"866",1895,50,"107","2","14","no","no","yes",7
"867",1999,66,"210","4","15","no","no","yes",7
"868",2595,66,"340","8","14","no","no","yes",7
"869",2620,50,"340","8","15","yes","no","yes",7
"870",2344,33,"340","8","14","no","no","yes",7
"871",1990,50,"107","2","14","no","no","yes",7
"872",2094,50,"107","2","14","yes","no","yes",7
"873",1945,33,"340","8","15","no","no","yes",7
"874",2190,33,"214","4","15","no","no","yes",7
"875",2299,66,"120","4","14","no","no","no",7
"876",2444,33,"340","8","14","no","no","yes",7
"877",2175,66,"250","8","15","no","no","yes",7
"878",2044,33,"214","4","14","no","no","yes",7
"879",2244,66,"107","2","14","no","no","yes",7
"880",2125,66,"250","8","15","no","no","yes",7
"881",2845,66,"250","8","14","no","no","yes",7
"882",3899,66,"345","16","17","no","no","yes",7
"883",1649,50,"170","4","14","no","no","yes",7
"884",2595,66,"340","8","15","yes","no","yes",7
"885",3144,66,"452","16","14","no","no","yes",7
"886",1999,33,"230","4","14","no","no","yes",7
"887",2899,50,"240","4","14","no","no","no",7
"888",3090,66,"452","16","14","no","no","yes",7
"889",2094,33,"214","4","14","yes","no","yes",7
"890",1895,33,"214","4","14","no","no","yes",7
"891",2999,66,"450","8","15","no","no","yes",7
"892",2994,33,"452","16","14","yes","no","yes",7
"893",1495,33,"107","4","14","no","no","yes",7
"894",1395,25,"170","4","15","no","no","yes",7
"895",2675,66,"340","8","17","no","no","yes",7
"896",2394,50,"214","4","14","yes","no","yes",7
"897",2590,25,"452","16","14","no","no","yes",7
"898",2690,33,"452","16","14","no","no","yes",7
"899",1990,33,"214","4","15","no","no","yes",7
"900",2190,25,"340","8","15","no","no","yes",7
"901",3895,66,"1370","8","14","no","no","yes",7
"902",2999,66,"320","8","15","yes","yes","yes",7
"903",2890,33,"452","16","15","no","no","yes",7
"904",1799,33,"120","4","14","no","no","no",7
"905",2794,66,"340","8","14","yes","no","yes",7
"906",1899,25,"120","4","14","no","no","no",7
"907",2190,33,"214","4","14","no","no","yes",7
"908",1399,25,"170","4","14","no","no","yes",7
"909",2844,33,"452","16","14","no","no","yes",7
"910",1559,33,"170","4","14","no","no","yes",7
"911",2995,66,"452","16","14","no","no","yes",7
"912",2325,66,"250","4","15","yes","yes","yes",7
"913",1599,66,"130","4","14","no","no","yes",7
"914",2299,66,"245","8","14","no","no","yes",7
"915",1865,33,"250","4","14","yes","no","yes",7
"916",1990,50,"107","2","15","no","no","yes",7
"917",1994,33,"107","2","14","yes","no","yes",7
"918",2109,33,"120","4","14","no","no","no",7
"919",1948,66,"130","4","14","yes","no","yes",7
"920",1575,33,"210","4","14","no","no","yes",7
"921",2690,66,"340","8","14","no","no","yes",7
"922",1449,25,"120","4","14","no","no","no",7
"923",2690,66,"340","8","15","no","no","yes",7
"924",1695,25,"214","8","14","no","no","yes",7
"925",2145,66,"250","4","14","yes","no","yes",7
"926",2044,25,"214","4","14","no","no","yes",7
"927",1895,33,"250","8","15","no","no","yes",7
"928",2015,33,"250","8","15","yes","no","yes",7
"929",2490,33,"340","8","15","no","no","yes",7
"930",1844,33,"107","2","14","no","no","yes",7
"931",1049,33,"80","2","14","no","no","yes",7
"932",2595,33,"452","16","14","no","no","yes",7
"933",2390,66,"214","4","14","no","no","yes",7
"934",1799,33,"250","4","14","no","no","yes",7
"935",1744,33,"107","2","14","no","no","yes",7
"936",2565,33,"340","8","17","yes","no","yes",7
"937",2744,66,"340","8","14","no","no","yes",7
"938",2799,50,"320","8","15","no","no","yes",7
"939",1994,25,"214","4","14","yes","no","yes",7
"940",1495,33,"212","4","14","no","no","yes",7
"941",2045,33,"250","8","15","no","no","yes",7
"942",3194,66,"452","16","14","yes","no","yes",7
"943",1499,33,"130","4","14","no","no","yes",7
"944",2194,66,"107","2","14","yes","no","yes",7
"945",3609,66,"527","4","15","no","no","no",7
"946",2190,25,"340","8","14","no","no","yes",7
"947",1745,33,"210","4","14","yes","no","yes",7
"948",2590,50,"340","8","14","no","no","yes",7
"949",1639,66,"130","4","14","no","no","yes",7
"950",2044,50,"107","2","14","no","no","yes",7
"951",3244,66,"452","16","14","no","no","yes",7
"952",3595,66,"500","8","15","no","no","yes",7
"953",1595,33,"212","4","15","no","no","yes",7
"954",2444,66,"214","4","14","no","no","yes",7
"955",3144,50,"452","16","14","no","no","yes",7
